367403140,2017-01-01T00:10:48,44.11113,-69.10349,0.0,-89.0,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
477654600,2017-01-01T00:03:34,43.64068,-70.27848,0.0,-157.8,255.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
367403140,2017-01-01T00:11:57,44.11111,-69.10352,0.0,-95.5,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
366910960,2017-01-01T00:13:59,43.94006,-69.10246,8.6,74.2,80.0,TASMAN SEA,IMO7617151,WDB5559,1025,under way using engine,37.65,10.37,4.7,
367375970,2017-01-01T00:04:40,44.12640,-68.87329,0.0,-114.8,21.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
477654600,2017-01-01T00:15:54,43.64099,-70.27454,4.7,58.1,69.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
367403140,2017-01-01T00:15:17,44.11111,-69.10349,0.0,-129.1,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
367403140,2017-01-01T00:18:47,44.11111,-69.10348,0.1,-108.5,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
367403140,2017-01-01T00:00:07,44.11111,-69.10347,0.0,-86.2,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
367375970,2017-01-01T00:14:51,44.12640,-68.87331,0.0,-49.7,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
366910960,2017-01-01T00:02:20,43.93328,-69.13997,8.6,74.2,79.0,TASMAN SEA,IMO7617151,WDB5559,1025,under way using engine,37.65,10.37,4.7,
367403140,2017-01-01T00:05:47,44.11111,-69.10350,0.1,-77.7,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
367375970,2017-01-01T00:18:19,44.12641,-68.87331,0.0,-81.3,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
367403140,2017-01-01T00:06:56,44.11116,-69.10349,0.1,-85.1,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
367375970,2017-01-01T00:03:30,44.12640,-68.87331,0.0,-110.2,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
477654600,2017-01-01T00:18:14,43.64186,-70.27053,4.8,81.7,83.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
338075893,2017-01-01T00:03:41,43.56618,-70.12891,10.4,118.6,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
367375970,2017-01-01T00:08:10,44.12642,-68.87331,0.0,-118.7,21.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
477654600,2017-01-01T00:00:04,43.64068,-70.27848,0.0,-157.8,255.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
338193002,2017-01-01T00:09:16,41.65113,-70.27578,0.1,-76.8,511.0,ANN MARIE,,,1019,,11.4,,,
477654600,2017-01-01T00:04:44,43.64068,-70.27848,0.1,174.8,255.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
338075892,2017-01-01T00:06:04,43.65322,-70.25299,0.0,-74.0,511.0,PILOT BOAT SPRING PT,,WDB8945,90,under way using engine,0,0,0.0,90
338075892,2017-01-01T00:07:13,43.65322,-70.25302,0.0,-72.5,511.0,PILOT BOAT SPRING PT,,WDB8945,90,under way using engine,0,0,0.0,90
338075892,2017-01-01T00:09:34,43.65320,-70.25303,0.0,-78.7,511.0,PILOT BOAT SPRING PT,,WDB8945,90,under way using engine,0,0,0.0,90
477654600,2017-01-01T00:05:54,43.64054,-70.27847,0.7,174.0,262.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
477654600,2017-01-01T00:12:28,43.63895,-70.27797,1.4,47.0,44.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
338075892,2017-01-01T00:15:24,43.65323,-70.25301,0.0,-77.0,511.0,PILOT BOAT SPRING PT,,WDB8945,90,under way using engine,0,0,0.0,90
338075892,2017-01-01T00:18:44,43.65321,-70.25301,0.0,-75.0,511.0,PILOT BOAT SPRING PT,,WDB8945,90,under way using engine,0,0,0.0,90
338075892,2017-01-01T00:01:15,43.65323,-70.25302,0.0,-88.0,511.0,PILOT BOAT SPRING PT,,WDB8945,90,under way using engine,0,0,0.0,90
477654600,2017-01-01T00:07:05,43.64025,-70.27840,1.1,161.4,274.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
338193002,2017-01-01T00:18:17,41.65112,-70.27580,0.1,119.4,511.0,ANN MARIE,,,1019,,11.4,,,
477654600,2017-01-01T00:09:18,43.63939,-70.27783,1.9,169.4,309.0,PILATUS VENTURE,IMO9693214,VROA8,1004,under way using engine,199.9,,,
338193002,2017-01-01T00:03:18,41.65112,-70.27580,0.0,-106.6,511.0,ANN MARIE,,,1019,,11.4,,,
338193002,2017-01-01T00:12:16,41.65113,-70.27578,0.0,119.4,511.0,ANN MARIE,,,1019,,11.4,,,
338193002,2017-01-01T00:15:16,41.65113,-70.27578,0.0,119.4,511.0,ANN MARIE,,,1019,,11.4,,,
338075893,2017-01-01T00:10:31,43.55601,-70.10771,10.5,106.6,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
367375970,2017-01-01T00:01:09,44.12641,-68.87331,0.0,170.0,23.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
367368820,2017-01-01T00:08:59,43.64001,-70.27958,1.5,89.7,28.0,ANDREW MCALLISTER,IMO9424950,WDE5582,1025,under way using engine,29.87,10.98,3.7,52
367368820,2017-01-01T00:15:30,43.64135,-70.27382,4.5,63.4,72.0,ANDREW MCALLISTER,IMO9424950,WDE5582,1025,under way using engine,29.87,10.98,3.7,52
367327330,2017-01-01T00:18:37,41.65037,-70.27690,0.1,24.0,173.0,KATAMA,IMO8213237,WBP4751,1012,moored,71.63,12.2,3.8,
367368820,2017-01-01T00:01:10,43.64015,-70.28011,0.0,190.2,341.0,ANDREW MCALLISTER,IMO9424950,WDE5582,1025,under way using engine,29.87,10.98,3.7,52
367368820,2017-01-01T00:10:00,43.64011,-70.27892,2.0,79.2,66.0,ANDREW MCALLISTER,IMO9424950,WDE5582,1025,under way using engine,29.87,10.98,3.7,52
367368820,2017-01-01T00:21:07,43.64276,-70.26323,5.5,69.1,94.0,ANDREW MCALLISTER,IMO9424950,WDE5582,1025,under way using engine,29.87,10.98,3.7,52
367327330,2017-01-01T00:21:37,41.65038,-70.27688,0.0,154.0,173.0,KATAMA,IMO8213237,WBP4751,1012,moored,71.63,12.2,3.8,
367368820,2017-01-01T00:02:18,43.64014,-70.28011,0.0,84.1,340.0,ANDREW MCALLISTER,IMO9424950,WDE5582,1025,under way using engine,29.87,10.98,3.7,52
416464000,2017-01-01T00:04:54,42.33683,-70.19617,8.1,-135.6,267.0,YM UNICORN,IMO9462732,BLHI,1004,under way using engine,333.2,42.8,13.0,
367368820,2017-01-01T00:11:03,43.64013,-70.27801,2.4,96.4,96.0,ANDREW MCALLISTER,IMO9424950,WDE5582,1025,under way using engine,29.87,10.98,3.7,52
367485810,2017-01-01T00:10:46,41.57807,-69.65225,3.7,89.7,511.0,GENERATION,IMO8024595,WDF7567,1001,,26.86,7.93,,
338075893,2017-01-01T00:05:51,43.56295,-70.12219,10.2,143.6,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
367375970,2017-01-01T00:11:29,44.12641,-68.87332,0.0,-200.0,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
367375970,2017-01-01T00:12:40,44.12640,-68.87331,0.0,11.6,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
338075893,2017-01-01T00:14:10,43.54928,-70.09805,10.8,135.2,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
367375970,2017-01-01T00:17:10,44.12640,-68.87331,0.0,-147.7,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
338075893,2017-01-01T00:01:11,43.56998,-70.13666,11.6,128.3,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
366910960,2017-01-01T00:05:49,43.93532,-69.12875,8.6,75.6,79.0,TASMAN SEA,IMO7617151,WDB5559,1025,under way using engine,37.65,10.37,4.7,
366910960,2017-01-01T00:09:20,43.93730,-69.11742,8.5,77.3,79.0,TASMAN SEA,IMO7617151,WDB5559,1025,under way using engine,37.65,10.37,4.7,
367403140,2017-01-01T00:16:27,44.11110,-69.10351,0.0,-126.6,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
367403140,2017-01-01T00:17:37,44.11113,-69.10345,0.0,-122.3,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
366910960,2017-01-01T00:18:38,43.94252,-69.08754,8.5,74.7,79.0,TASMAN SEA,IMO7617151,WDB5559,1025,under way using engine,37.65,10.37,4.7,
367403140,2017-01-01T00:09:16,44.11111,-69.10351,0.0,-88.8,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
338075893,2017-01-01T00:09:21,43.55794,-70.11115,9.3,136.4,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
367403140,2017-01-01T00:12:58,44.11110,-69.10350,0.0,-97.4,511.0,CAPT RAY O'NEAL,,WDE8238,1024,under way using engine,17.74,6.3,,0
338075893,2017-01-01T00:11:41,43.55405,-70.10423,9.5,133.0,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
338075893,2017-01-01T00:16:41,43.54336,-70.09472,9.1,-194.1,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
366910960,2017-01-01T00:19:49,43.94323,-69.08382,8.3,73.4,71.0,TASMAN SEA,IMO7617151,WDB5559,1025,under way using engine,37.65,10.37,4.7,
367375970,2017-01-01T00:20:39,44.12642,-68.87330,0.0,-115.6,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
367375970,2017-01-01T00:05:50,44.12640,-68.87329,0.0,-122.9,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
367375970,2017-01-01T00:10:21,44.12642,-68.87329,0.0,-72.0,22.0,CAPTAIN NEAL BURGESS,IMO9065235,WDE6115,1012,undefined,39.62,10.97,3.0,
338075893,2017-01-01T00:15:21,43.54665,-70.09555,7.5,154.7,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
338075893,2017-01-01T00:20:21,43.54401,-70.10583,6.7,-116.5,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
338075893,2017-01-01T00:00:02,43.57212,-70.13983,10.3,126.6,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
338075893,2017-01-01T00:07:01,43.56123,-70.11855,10.0,135.3,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
338075893,2017-01-01T00:13:00,43.55159,-70.10090,9.3,149.2,511.0,PORTLAND PILOT,,,1005,undefined,18.32,5.5,,0
220603000,2017-01-01T00:02:23,43.53733,-70.05767,7.0,-131.6,274.0,TORM LAURA,IMO9375616,OULU2,1024,under way using engine,183.2,32.46,13.5,
367659690,2017-01-01T00:00:11,44.52130,-67.61935,0.0,-53.6,511.0,FORTPOINT,,WDH8412,52,under way using engine,0,0,3.9,52
367485810,2017-01-01T00:14:15,41.57845,-69.64620,4.5,88.2,511.0,GENERATION,IMO8024595,WDF7567,1001,,26.86,7.93,,
367485810,2017-01-01T00:16:46,41.58115,-69.64280,5.2,27.2,511.0,GENERATION,IMO8024595,WDF7567,1001,,26.86,7.93,,
368065000,2017-01-01T00:05:04,43.64825,-70.25653,0.0,45.0,511.0,PROVIDIAN,IMO8943052,WDF3691,1001,,34.44,12.19,5.5,
367485810,2017-01-01T00:24:15,41.58993,-69.63737,4.6,30.9,511.0,GENERATION,IMO8024595,WDF7567,1001,,26.86,7.93,,
